"animal_id","animal_type","breed","color","age_in_years","sex_upon_outcome","outcome_subtype","adoption_date","next_intake_date","return_type","churn_180_days_flag"
"A723979","Dog","Chihuahua Shorthair Mix","White/Tan","0.25","Neutered Male",NULL,"2016-04-15 00:00:00",NULL,NULL,0
"A723980","Dog","Cairn Terrier Mix","Tan","0.17","Neutered Male",NULL,"2016-04-14 19:07:00",NULL,NULL,0
"A723986","Cat","Domestic Shorthair Mix","Brown Tabby","0.17","Spayed Female",NULL,"2016-04-14 18:04:00",NULL,NULL,0
"A723987","Dog","Labrador Retriever Mix","Yellow","2.00","Spayed Female","Foster","2016-05-03 11:14:00",NULL,NULL,0
"A723989","Cat","Domestic Shorthair Mix","Black Tabby","0.17","Spayed Female",NULL,"2016-04-14 17:55:00",NULL,NULL,0
"A723990","Cat","Domestic Shorthair Mix","Black Tabby","0.17","Neutered Male",NULL,"2016-04-16 18:00:00","2016-04-16 18:06:00","Owner Surrender",1
"A723990","Cat","Domestic Shorthair Mix","Black Tabby","0.17","Neutered Male",NULL,"2016-04-20 17:42:00",NULL,NULL,0
"A723991","Cat","Domestic Shorthair Mix","Black Tabby","0.17","Neutered Male",NULL,"2016-04-16 17:10:00",NULL,NULL,0
"A723992","Cat","Domestic Shorthair Mix","Brown Tabby","0.17","Spayed Female",NULL,"2016-04-14 18:11:00",NULL,NULL,0
"A723994","Cat","Domestic Shorthair Mix","Cream Tabby/White","8.00","Neutered Male",NULL,"2016-04-22 16:02:00",NULL,NULL,0
"A723996","Bird","Parakeet Mix","Blue/Gray","1.00","Unknown",NULL,"2016-04-17 11:36:00",NULL,NULL,0
"A723997","Cat","Domestic Longhair Mix","Blue Cream","0.67","Spayed Female",NULL,"2016-04-14 18:33:00",NULL,NULL,0
"A724000","Cat","Domestic Shorthair Mix","Brown Tabby","5.00","Spayed Female",NULL,"2016-05-31 09:34:00","2018-02-12 18:35:00","Stray",0
"A724001","Cat","Domestic Shorthair Mix","Orange Tabby","5.00","Neutered Male",NULL,"2016-06-20 18:54:00",NULL,NULL,0
"A724006","Dog","Australian Cattle Dog Mix","Black/White","0.08","Spayed Female","Foster","2016-05-01 18:09:00",NULL,NULL,0
"A724015","Dog","Pekingese Mix","Brown/White","0.92","Spayed Female",NULL,"2016-04-14 17:58:00",NULL,NULL,0
"A724016","Dog","Chihuahua Shorthair/Dachshund","Black/Brown","2.00","Neutered Male",NULL,"2016-04-16 17:55:00",NULL,NULL,0
"A724021","Dog","Australian Kelpie/German Shepherd","Black/Tricolor","0.67","Neutered Male",NULL,"2016-04-14 18:17:00",NULL,NULL,0
"A724024","Dog","Labrador Retriever/Pit Bull","Tan","4.00","Neutered Male",NULL,"2016-04-17 18:02:00",NULL,NULL,0
"A724038","Dog","Labrador Retriever Mix","Black/Brown","0.25","Spayed Female",NULL,"2016-04-16 12:21:00",NULL,NULL,0
"A724039","Dog","Labrador Retriever Mix","Black","0.50","Spayed Female",NULL,"2016-04-17 18:41:00",NULL,NULL,0
"A724048","Cat","Domestic Shorthair Mix","Black","0.17","Spayed Female",NULL,"2016-06-07 17:53:00",NULL,NULL,0
"A724049","Cat","Domestic Shorthair Mix","Black","0.17","Intact Female",NULL,"2016-06-14 16:30:00",NULL,NULL,0
"A724050","Cat","Domestic Shorthair Mix","Black","0.25","Neutered Male",NULL,"2016-06-30 18:36:00",NULL,NULL,0
"A724051","Cat","Domestic Shorthair Mix","Black","0.25","Neutered Male",NULL,"2016-06-30 18:34:00",NULL,NULL,0
"A724057","Cat","Siamese Mix","Flame Point","0.17","Neutered Male","Foster","2016-05-17 08:00:00",NULL,NULL,0
"A724058","Cat","Domestic Shorthair Mix","Black","0.17","Neutered Male","Foster","2016-07-09 15:07:00",NULL,NULL,0
"A724059","Cat","Domestic Shorthair Mix","Black","0.17","Spayed Female","Foster","2016-07-09 19:58:00",NULL,NULL,0
"A724060","Cat","Domestic Shorthair Mix","Black","0.17","Spayed Female","Foster","2016-07-09 18:34:00",NULL,NULL,0
"A724061","Dog","Labrador Retriever/German Shepherd","Black/White","1.00","Spayed Female",NULL,"2016-04-18 17:27:00",NULL,NULL,0
"A724062","Cat","Domestic Shorthair Mix","Tortie","0.17","Spayed Female","Foster","2016-07-09 19:10:00",NULL,NULL,0
"A724064","Dog","Chihuahua Shorthair Mix","Tan","1.00","Neutered Male",NULL,"2016-04-17 12:59:00",NULL,NULL,0
"A724066","Dog","Labrador Retriever Mix","Black/White","4.00","Spayed Female",NULL,"2016-04-17 14:54:00",NULL,NULL,0
"A724073","Cat","Domestic Shorthair Mix","Calico","0.92","Spayed Female",NULL,"2016-04-16 12:59:00",NULL,NULL,0
"A724074","Dog","Pit Bull Mix","Tan/White","1.00","Spayed Female",NULL,"2016-04-25 16:11:00",NULL,NULL,0
"A724077","Dog","Queensland Heeler Mix","Red","0.75","Spayed Female",NULL,"2016-04-24 00:00:00","2016-04-29 15:09:00","Owner Surrender",1
"A724077","Dog","Queensland Heeler Mix","Red","0.75","Spayed Female",NULL,"2016-05-09 00:00:00","2016-06-09 13:01:00","Owner Surrender",1
"A724077","Dog","Queensland Heeler Mix","Red","0.92","Spayed Female",NULL,"2016-06-12 16:20:00",NULL,NULL,0
"A724089","Dog","Pit Bull Mix","Tan","3.00","Neutered Male",NULL,"2016-06-28 17:38:00",NULL,NULL,0
"A724095","Dog","Bullmastiff Mix","Fawn/White","3.00","Neutered Male",NULL,"2016-04-20 19:22:00","2016-04-21 14:23:00","Owner Surrender",1
"A724095","Dog","Bullmastiff Mix","Fawn/White","3.00","Neutered Male",NULL,"2016-06-08 15:11:00",NULL,NULL,0
"A724096","Dog","Miniature Schnauzer Mix","Tan/White","0.50","Neutered Male",NULL,"2016-04-15 17:36:00",NULL,NULL,0
"A724111","Dog","Siberian Husky Mix","Black/White","2.00","Neutered Male",NULL,"2016-04-17 16:57:00","2016-04-21 08:19:00","Stray",1
"A724111","Dog","Siberian Husky Mix","Black/White","2.00","Neutered Male",NULL,"2016-05-07 18:42:00","2016-05-26 16:53:00","Owner Surrender",1
"A724111","Dog","Siberian Husky Mix","Black/White","2.00","Neutered Male","Foster","2016-06-03 13:46:00",NULL,NULL,0
"A724112","Dog","Rottweiler Mix","Black","0.42","Neutered Male",NULL,"2016-04-17 12:25:00","2016-04-20 17:27:00","Owner Surrender",1
"A724112","Dog","Rottweiler Mix","Black","0.42","Neutered Male",NULL,"2016-04-24 13:18:00",NULL,NULL,0
"A724114","Dog","Chihuahua Shorthair Mix","Black/Tan","0.17","Spayed Female",NULL,"2016-04-16 16:56:00",NULL,NULL,0
"A724117","Dog","Pointer Mix","White/Black","0.17","Neutered Male",NULL,"2016-04-16 17:01:00","2016-05-08 15:15:00","Owner Surrender",1
"A724117","Dog","Pointer Mix","White/Black","0.17","Neutered Male",NULL,"2016-05-09 14:22:00",NULL,NULL,0
"A724118","Dog","Anatol Shepherd Mix","Yellow/White","0.17","Neutered Male",NULL,"2016-04-16 17:45:00",NULL,NULL,0
"A724119","Dog","Boxer Mix","Red/White","0.17","Spayed Female",NULL,"2016-04-16 17:21:00",NULL,NULL,0
"A724124","Dog","Australian Cattle Dog Mix","Red/White","1.00","Neutered Male",NULL,"2016-04-18 18:43:00",NULL,NULL,0
"A724125","Cat","Domestic Medium Hair Mix","Tortie","1.00","Intact Female",NULL,"2016-04-19 22:32:00","2016-10-25 17:55:00","Stray",0
"A724125","Cat","Domestic Medium Hair Mix","Tortie","1.00","Spayed Female",NULL,"2016-11-28 16:07:00",NULL,NULL,0
"A724127","Dog","Pit Bull Mix","Black/Brown","3.00","Neutered Male",NULL,"2016-06-11 18:54:00",NULL,NULL,0
"A724131","Dog","Dachshund Mix","Brown Brindle/White","0.42","Neutered Male",NULL,"2016-04-16 17:07:00",NULL,NULL,0
"A724138","Dog","Great Pyrenees/Labrador Retriever","White","3.00","Neutered Male",NULL,"2016-05-17 13:10:00",NULL,NULL,0
"A724140","Dog","Rat Terrier Mix","Black/Tan","1.00","Spayed Female",NULL,"2016-04-19 17:51:00",NULL,NULL,0
"A724169","Dog","Pit Bull Mix","Black/White","3.00","Spayed Female",NULL,"2017-05-30 13:08:00",NULL,NULL,0
"A724180","Dog","Chihuahua Shorthair/Dachshund","Tan","0.17","Neutered Male","Foster","2016-04-30 15:40:00",NULL,NULL,0
"A724182","Dog","German Shepherd Mix","Black/Tan","2.00","Neutered Male",NULL,"2016-04-17 17:22:00",NULL,NULL,0
"A724194","Dog","Pekingese/Maltese","White","6.00","Neutered Male",NULL,"2016-04-17 14:22:00",NULL,NULL,0
"A724198","Dog","Miniature Poodle Mix","White","2.00","Neutered Male",NULL,"2016-04-18 18:25:00",NULL,NULL,0
"A724199","Dog","German Shepherd Mix","Sable","1.00","Neutered Male",NULL,"2016-04-19 16:22:00",NULL,NULL,0
"A724203","Dog","Pit Bull Mix","Fawn/White","1.00","Spayed Female",NULL,"2016-07-22 18:32:00",NULL,NULL,0
"A724204","Cat","Domestic Shorthair Mix","Tortie","1.00","Spayed Female","Foster","2016-06-18 15:38:00",NULL,NULL,0
"A724205","Cat","Domestic Shorthair Mix","Black/White","0.17","Neutered Male","Foster","2016-07-09 20:05:00",NULL,NULL,0
"A724206","Cat","Domestic Shorthair Mix","Black/White","0.17","Spayed Female","Foster","2016-06-28 12:22:00",NULL,NULL,0
"A724207","Cat","Domestic Shorthair Mix","Calico","0.17","Spayed Female","Foster","2016-07-09 16:04:00",NULL,NULL,0
"A724208","Cat","Domestic Shorthair Mix","Calico","0.17","Spayed Female","Foster","2016-06-28 12:22:00",NULL,NULL,0
"A724214","Cat","Domestic Shorthair Mix","Orange Tabby","0.92","Spayed Female","Foster","2016-08-28 15:05:00",NULL,NULL,0
"A724224","Cat","Domestic Shorthair Mix","Blue/White","1.00","Spayed Female",NULL,"2016-06-30 12:40:00",NULL,NULL,0
"A724225","Cat","Domestic Shorthair Mix","Brown Tabby","0.17","Neutered Male","Foster","2016-05-24 11:26:00",NULL,NULL,0
"A724226","Cat","Domestic Shorthair Mix","Blue Tabby","0.17","Neutered Male","Foster","2016-05-22 14:48:00",NULL,NULL,0
"A724227","Cat","Domestic Shorthair Mix","Blue Tabby","0.25","Spayed Female","Foster","2016-06-11 13:07:00",NULL,NULL,0
"A724228","Cat","Domestic Shorthair Mix","Blue Tabby","0.17","Spayed Female","Foster","2016-05-28 16:40:00",NULL,NULL,0
"A724229","Cat","Domestic Shorthair Mix","Brown Tabby","0.17","Spayed Female","Foster","2016-05-22 14:04:00",NULL,NULL,0
"A724231","Dog","Boxer Mix","Red/White","0.67","Neutered Male",NULL,"2016-04-15 00:00:00",NULL,NULL,0
"A724237","Dog","Labrador Retriever Mix","Black","0.25","Spayed Female",NULL,"2016-04-18 17:00:00",NULL,NULL,0
"A724242","Dog","Pug","Fawn","1.00","Spayed Female",NULL,"2016-04-20 00:00:00",NULL,NULL,0
"A724243","Dog","Shih Tzu/Chihuahua Shorthair","White/Black","0.67","Neutered Male",NULL,"2016-05-01 12:16:00","2016-05-23 00:00:00","Owner Surrender",1
"A724243","Dog","Shih Tzu/Chihuahua Shorthair","White/Black","0.75","Neutered Male",NULL,"2016-05-23 16:13:00",NULL,NULL,0
"A724248","Cat","Domestic Shorthair Mix","Torbie","10.00","Spayed Female",NULL,"2016-07-03 18:59:00",NULL,NULL,0
"A724249","Dog","Chihuahua Shorthair Mix","Black/Tan","2.00","Neutered Male",NULL,"2016-04-18 17:30:00","2016-05-04 17:16:00","Owner Surrender",1
"A724249","Dog","Chihuahua Shorthair Mix","Black/Tan","2.00","Neutered Male",NULL,"2016-05-05 18:22:00",NULL,NULL,0
"A724250","Cat","Domestic Shorthair Mix","Brown Tabby","7.00","Spayed Female",NULL,"2016-07-03 18:50:00",NULL,NULL,0
"A724259","Cat","Domestic Shorthair Mix","Blue/White","4.00","Spayed Female",NULL,"2016-07-09 19:30:00",NULL,NULL,0
"A724260","Cat","Domestic Shorthair Mix","Blue/White","0.92","Spayed Female",NULL,"2016-05-29 16:40:00",NULL,NULL,0
"A724261","Cat","Domestic Shorthair Mix","Blue/White","0.92","Neutered Male",NULL,"2016-05-21 15:03:00",NULL,NULL,0
"A724262","Dog","Labrador Retriever Mix","White","2.00","Spayed Female","Foster","2016-09-20 09:19:00",NULL,NULL,0
"A724267","Dog","Chihuahua Shorthair Mix","Black/White","10.00","Spayed Female",NULL,"2016-04-20 18:48:00","2016-04-23 13:06:00","Owner Surrender",1
"A724267","Dog","Chihuahua Shorthair Mix","Black/White","10.00","Spayed Female",NULL,"2016-04-27 15:01:00",NULL,NULL,0
"A724268","Dog","Beagle Mix","Black/White","2.00","Spayed Female",NULL,"2016-07-03 15:50:00","2016-07-04 11:33:00","Owner Surrender",1
"A724268","Dog","Beagle Mix","Black/White","2.00","Spayed Female",NULL,"2016-07-22 16:02:00","2016-07-25 18:12:00","Owner Surrender",1
"A724268","Dog","Beagle Mix","Black/White","2.00","Spayed Female",NULL,"2016-09-02 17:18:00",NULL,NULL,0
"A724269","Dog","Border Collie/Labrador Retriever","Black","2.00","Neutered Male",NULL,"2016-05-03 17:25:00",NULL,NULL,0
"A724270","Dog","Basenji Mix","Black/White","1.00","Neutered Male",NULL,"2016-05-29 14:14:00","2016-09-20 13:33:00","Owner Surrender",1
"A724270","Dog","Basenji Mix","Black/White","1.00","Neutered Male",NULL,"2016-10-04 13:32:00",NULL,NULL,0
"A724276","Dog","Chihuahua Shorthair Mix","Tan","5.00","Neutered Male",NULL,"2016-04-23 18:00:00",NULL,NULL,0
"A724281","Dog","American Bulldog Mix","White","2.00","Neutered Male",NULL,"2016-07-24 07:34:00","2016-08-10 18:13:00","Owner Surrender",1
"A724281","Dog","American Bulldog Mix","White","2.00","Neutered Male","Foster","2017-01-02 16:59:00","2017-01-03 11:52:00","Owner Surrender",1
"A724281","Dog","American Bulldog Mix","White","2.00","Neutered Male",NULL,"2017-02-10 19:25:00",NULL,NULL,0
"A724285","Dog","Australian Cattle Dog Mix","Tricolor","0.17","Neutered Male",NULL,"2016-04-23 13:15:00",NULL,NULL,0
"A724286","Dog","German Shepherd","Brown/Black","4.00","Neutered Male",NULL,"2017-08-12 17:49:00",NULL,NULL,0
"A724289","Dog","Old English Bulldog Mix","White/Black","1.00","Neutered Male",NULL,"2016-05-04 17:14:00",NULL,NULL,0
"A724309","Dog","Dachshund Wirehair Mix","White","2.00","Spayed Female",NULL,"2016-04-19 16:59:00",NULL,NULL,0
"A724310","Dog","Labrador Retriever Mix","Black","3.00","Spayed Female","Foster","2016-06-10 16:12:00",NULL,NULL,0
"A724311","Dog","Chihuahua Shorthair Mix","Black/White","13.00","Neutered Male",NULL,"2017-10-16 15:58:00","2017-10-21 13:18:00","Owner Surrender",1
"A724311","Dog","Chihuahua Shorthair Mix","Black/White","13.00","Neutered Male",NULL,"2017-10-22 15:58:00",NULL,NULL,0
"A724316","Cat","Domestic Medium Hair Mix","Brown Tabby/White","0.17","Neutered Male",NULL,"2016-04-17 15:36:00",NULL,NULL,0
"A724317","Cat","Domestic Medium Hair Mix","Calico","0.17","Spayed Female",NULL,"2016-04-16 17:28:00",NULL,NULL,0
"A724319","Dog","Beagle Mix","Buff/White","0.83","Neutered Male",NULL,"2016-04-19 19:45:00",NULL,NULL,0
"A724320","Dog","German Shepherd/Australian Shepherd","Black/Tan","9.00","Neutered Male",NULL,"2016-05-08 15:41:00",NULL,NULL,0
"A724321","Dog","Australian Cattle Dog/Boxer","White/Tan","9.00","Spayed Female","Foster","2016-06-21 15:33:00",NULL,NULL,0
"A724323","Dog","Labrador Retriever Mix","Sable/White","0.17","Spayed Female","Foster","2016-06-21 15:52:00",NULL,NULL,0
"A724325","Dog","Labrador Retriever Mix","Sable/White","0.17","Neutered Male","Foster","2016-06-04 17:06:00",NULL,NULL,0
"A724326","Dog","Labrador Retriever Mix","Black/White","0.17","Neutered Male","Foster","2016-06-04 17:44:00",NULL,NULL,0
"A724327","Dog","Labrador Retriever Mix","Black/White","0.08","Neutered Male","Foster","2016-05-27 17:58:00",NULL,NULL,0
"A724329","Dog","Labrador Retriever Mix","Sable/White","0.17","Neutered Male","Foster","2016-06-11 17:52:00",NULL,NULL,0
"A724330","Cat","Domestic Longhair Mix","Black Tabby","3.00","Spayed Female",NULL,"2016-04-19 15:08:00",NULL,NULL,0
"A724337","Dog","Labrador Retriever Mix","White","3.00","Spayed Female","Foster","2016-08-24 11:08:00",NULL,NULL,0
"A724341","Bird","Chicken Mix","Black/Red","2.00","Intact Male",NULL,"2016-05-04 14:44:00",NULL,NULL,0
"A724344","Dog","Pit Bull Mix","Blue/White","3.00","Spayed Female",NULL,"2016-10-09 16:38:00",NULL,NULL,0
"A724346","Dog","Australian Shepherd Mix","Tricolor","1.00","Spayed Female",NULL,"2016-04-24 00:00:00",NULL,NULL,0
"A724359","Dog","Feist/Beagle","Black/Brown","0.33","Neutered Male",NULL,"2016-04-22 18:55:00","2016-11-03 17:00:00","Stray",0
"A724359","Dog","Feist/Beagle","Black/Brown","0.92","Neutered Male","Foster","2016-11-20 17:54:00","2016-12-27 07:51:00","Owner Surrender",1
"A724359","Dog","Feist/Beagle","Black/Brown","1.00","Neutered Male","Foster","2016-12-31 16:37:00",NULL,NULL,0
"A724365","Dog","Australian Shepherd Mix","Brown/White","0.17","Neutered Male",NULL,"2016-04-20 18:37:00",NULL,NULL,0
"A724366","Dog","Australian Shepherd Mix","Black/Tricolor","0.17","Spayed Female",NULL,"2016-04-20 18:36:00",NULL,NULL,0
"A724375","Dog","Labrador Retriever Mix","Black","4.00","Neutered Male",NULL,"2016-04-24 00:00:00",NULL,NULL,0
"A724376","Dog","Norwich Terrier Mix","Tan","1.00","Spayed Female",NULL,"2016-04-22 12:27:00",NULL,NULL,0
"A724378","Dog","Tibetan Spaniel Mix","Black/White","4.00","Neutered Male",NULL,"2016-04-20 13:11:00",NULL,NULL,0
"A724379","Dog","Pit Bull Mix","Blue/White","1.00","Neutered Male",NULL,"2016-07-25 18:14:00",NULL,NULL,0
"A724385","Dog","Chihuahua Shorthair Mix","Black/White","1.00","Neutered Male",NULL,"2016-04-20 17:15:00",NULL,NULL,0
"A724387","Dog","Jack Russell Terrier Mix","Black/Brown","1.00","Neutered Male",NULL,"2016-04-23 12:48:00",NULL,NULL,0
"A724409","Dog","Labrador Retriever Mix","Black/White","0.50","Neutered Male",NULL,"2016-04-21 17:12:00",NULL,NULL,0
"A724424","Dog","Pit Bull Mix","Yellow","0.33","Spayed Female",NULL,"2016-04-22 18:46:00",NULL,NULL,0
"A724428","Dog","Standard Schnauzer Mix","Black","9.00","Neutered Male",NULL,"2016-04-18 18:13:00","2016-07-20 11:32:00","Owner Surrender",1
"A724428","Dog","Standard Schnauzer Mix","Black","9.00","Neutered Male",NULL,"2016-07-21 17:48:00",NULL,NULL,0
"A724429","Dog","Labrador Retriever Mix","Tan/White","2.00","Neutered Male",NULL,"2016-05-27 16:22:00",NULL,NULL,0
"A724431","Cat","Domestic Shorthair Mix","Orange Tabby/White","2.00","Neutered Male",NULL,"2016-12-30 18:35:00",NULL,NULL,0
"A724432","Cat","Domestic Shorthair Mix","Orange Tabby/White","2.00","Neutered Male",NULL,"2016-08-28 14:59:00",NULL,NULL,0
"A724434","Dog","Pit Bull/Labrador Retriever","Tricolor","0.33","Spayed Female",NULL,"2016-04-21 18:33:00",NULL,NULL,0
"A724436","Dog","German Shepherd Mix","Tan","0.17","Spayed Female",NULL,"2016-04-24 16:16:00",NULL,NULL,0
"A724437","Cat","Domestic Shorthair Mix","Gray Tabby","1.00","Spayed Female","Foster","2017-02-11 13:58:00",NULL,NULL,0
"A724441","Dog","Labrador Retriever Mix","Black","2.00","Neutered Male",NULL,"2016-07-08 15:34:00",NULL,NULL,0
"A724453","Dog","Black Mouth Cur Mix","Brown","0.50","Neutered Male",NULL,"2016-04-23 00:00:00","2016-04-27 11:14:00","Owner Surrender",1
"A724453","Dog","Black Mouth Cur Mix","Brown","0.50","Neutered Male",NULL,"2016-05-01 13:06:00",NULL,NULL,0
"A724460","Bird","Duck Mix","White","0.33","Intact Female","Foster","2016-04-27 17:36:00",NULL,NULL,0
"A724469","Dog","Pit Bull Mix","Chocolate/White","2.00","Spayed Female",NULL,"2016-06-06 12:44:00",NULL,NULL,0
"A724476","Dog","Pointer Mix","Black/White","0.50","Spayed Female",NULL,"2016-05-01 15:35:00",NULL,NULL,0
"A724478","Dog","Flat Coat Retriever Mix","Black","1.00","Neutered Male",NULL,"2016-05-04 16:45:00",NULL,NULL,0
"A724485","Dog","Lhasa Apso Mix","Black/White","5.00","Spayed Female",NULL,"2016-04-22 00:00:00",NULL,NULL,0
"A724490","Dog","Australian Cattle Dog Mix","White/Red Merle","2.00","Spayed Female",NULL,"2016-05-07 17:20:00",NULL,NULL,0
"A724492","Cat","Domestic Shorthair Mix","Blue/White","2.00","Neutered Male","Foster","2016-07-23 14:33:00",NULL,NULL,0
"A724493","Dog","Dachshund Mix","Black/Tan","4.00","Neutered Male",NULL,"2016-04-25 11:29:00",NULL,NULL,0
"A724494","Dog","Shih Tzu Mix","Apricot","2.00","Neutered Male",NULL,"2016-04-20 19:37:00",NULL,NULL,0
"A724497","Dog","German Shepherd Mix","Tan/Black","6.00","Neutered Male",NULL,"2016-04-25 15:24:00",NULL,NULL,0
"A724498","Cat","Domestic Shorthair Mix","Tortie","3.00","Spayed Female","Foster","2016-07-09 20:01:00","2016-09-23 09:49:00","Owner Surrender",1
"A724498","Cat","Domestic Shorthair Mix","Tortie","4.00","Spayed Female","Foster","2016-10-20 09:46:00",NULL,NULL,0
"A724499","Dog","German Shepherd Mix","Sable","4.00","Neutered Male",NULL,"2016-04-30 17:23:00",NULL,NULL,0
"A724504","Cat","Domestic Shorthair Mix","Blue/White","0.25","Neutered Male",NULL,"2016-07-02 15:30:00",NULL,NULL,0
"A724506","Dog","Miniature Poodle/Maltese","Gray","5.00","Neutered Male",NULL,"2016-04-22 00:00:00",NULL,NULL,0
"A724509","Dog","Akbash Mix","White","1.00","Neutered Male",NULL,"2016-04-29 13:12:00","2016-05-16 12:40:00","Owner Surrender",1
"A724512","Dog","Standard Schnauzer Mix","Tan","1.00","Spayed Female",NULL,"2016-05-01 17:41:00",NULL,NULL,0
"A724521","Cat","Domestic Shorthair Mix","Seal Point","0.67","Intact Female",NULL,"2016-05-01 17:17:00",NULL,NULL,0
"A724523","Cat","Domestic Shorthair Mix","Orange Tabby","0.17","Neutered Male",NULL,"2016-04-24 18:40:00",NULL,NULL,0
"A724553","Dog","Staffordshire Mix","Chocolate/White","1.00","Neutered Male",NULL,"2017-02-26 18:17:00","2018-02-12 15:10:00","Owner Surrender",0
"A724563","Dog","Shih Tzu Mix","Tan/White","2.00","Neutered Male",NULL,"2016-04-23 17:01:00",NULL,NULL,0
"A724564","Cat","Domestic Shorthair Mix","Orange Tabby","0.17","Neutered Male",NULL,"2016-05-21 13:25:00",NULL,NULL,0
"A724565","Cat","Domestic Shorthair Mix","Blue Tabby","0.17","Spayed Female","Foster","2016-05-18 16:54:00",NULL,NULL,0
